Event_ID,Location_ID,Event_Group_ID,Protocol_Name,Start_Date,Day,Month,Year,Observer,Temp,Wind_code,Wind_dir,Wave_ht,Cloud_Cover,Precip_Code,Tide,Tide_Level,Tide_State,Start_Time,End_Time,Duration,Event_Notes
"{0988F1DE-33DC-413F-A231-81062BEEFE44}","{2593DA32-C1AF-4C62-B61F-30A426B30AF1}",,,"05/12/17 00:00:00",12,5,2017,"{E7129367-C921-4B50-AC6C-6EFD2A4B0F7C}",17,"2",20,"1","3","3",0,"H","R","12/30/99 13:25:00","12/30/99 13:51:00",26,"w/ M. Konsler"
"{09F284A9-104E-43D6-A101-91090E218ACD}","{16CD6221-4471-4665-9A5B-504C8948E34A}",,,"09/19/16 00:00:00",19,9,2016,"{5BB57D15-82ED-4739-9EA8-CA26821E5333}",11,"0",,"0","0","0",0,"L","R","12/30/99 10:54:00","12/30/99 12:00:00",66,
"{0A1267D0-F5E4-4285-88C4-08E2C04634BB}","{67E9BD52-99A9-479D-B6A2-D898C0CB02E8}",,,"08/31/11 00:00:00",31,8,2011,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",0,"4",0,"3","3","0",0,"M","R","12/30/99 11:16:00","12/30/99 11:35:00",19,
"{0A59E049-2051-40CD-8D3B-6A51FA37376B}","{2593DA32-C1AF-4C62-B61F-30A426B30AF1}",,,"09/01/10 00:00:00",1,9,2010,"{639D8CF2-2CBB-4F7E-B68D-DF40C378CE65}",11,"3",200,"2","2","0",0,"L","R","12/30/99 15:17:00","12/30/99 15:45:00",28,
"{0A7A3C69-C9D4-4323-8766-EBD0A071101D}","{67E9BD52-99A9-479D-B6A2-D898C0CB02E8}",,,"05/15/13 00:00:00",15,5,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",11,"4",0,"3","1","0",0,"L","R","12/30/99 12:13:00","12/30/99 12:48:00",35,
"{0AA95B46-F56A-4FC5-9DBB-EB283255581A}","{7582E039-BB5F-4F5F-8CE2-49083924343D}",,,"07/07/15 00:00:00",7,7,2015,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",15,"5",210,"4","2","0",0,"L","F","12/30/99 10:45:00","12/30/99 12:00:00",75,
"{0AAB4BB7-EAAC-4C58-9EEF-A02EC2E3EAF3}","{23CC6674-CFCD-4C28-A43F-9DEE885AF11A}",,,"05/13/09 00:00:00",13,5,2009,"20080710124324-533424019.813538",7,"3",175,"2","0","0",0,"L","R","12/30/99 10:20:00","12/30/99 11:00:00",40,"Lots of helicopter and plane traffic"
"{0AAF99B6-9B27-4DA1-84B6-C57699D8B6CF}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"07/24/14 00:00:00",24,7,2014,"{727C450E-A80C-4DF1-8962-37590E279F94}",15,"0",,"1","3","0",0,"M","R","12/30/99 10:05:00","12/30/99 10:12:00",7,
"{0AB9A1B5-78F7-47BE-914F-D58E52EC0B9E}","{2593DA32-C1AF-4C62-B61F-30A426B30AF1}",,,"08/18/11 00:00:00",18,8,2011,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",0,"4",0,"4","3","0",0,"M","R","12/30/99 13:23:00","12/30/99 14:40:00",77,
"{0B035E0F-7C16-4F72-BBEE-3C39DB7E0429}","{2593DA32-C1AF-4C62-B61F-30A426B30AF1}",,,"08/22/14 00:00:00",22,8,2014,"{727C450E-A80C-4DF1-8962-37590E279F94}",20,"2",5,"1","2","0",0,"H","F","12/30/99 13:55:00","12/30/99 14:20:00",25,
"{0B124227-1A5D-44EE-9977-03C53D4BD09F}","{7582E039-BB5F-4F5F-8CE2-49083924343D}",,,"07/20/11 00:00:00",20,7,2011,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",0,"1",0,"1","2","0",0,"L","F","12/30/99 09:44:00","12/30/99 10:26:00",42,
"{0B55F4E3-9635-4319-9396-B6CE0D4883D9}","{16CD6221-4471-4665-9A5B-504C8948E34A}",,,"05/30/12 00:00:00",30,5,2012,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",0,"1",0,"1","3","3",0,"H","F","12/30/99 10:27:00","12/30/99 10:58:00",31,
"{0B6A61B0-2243-44C6-AF4C-2FE7A34373E3}","{4F970299-ABA7-46B3-ABEA-FD7B4FB59339}",,,"05/06/15 00:00:00",6,5,2015,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",13,"3",140,"2","0","0",0,"M","R","12/30/99 12:10:00","12/30/99 12:40:00",30,"Assisted by Mike Konsler"
"{0BBA72D5-2094-4E06-AFD4-A63234E0C038}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"05/02/12 00:00:00",2,5,2012,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",0,"4",0,"3","3","0",0,"H","R","12/30/99 09:03:00","12/30/99 09:55:00",52,"8 Mountain Bluebirds"
"{0BEE423E-1DF8-42BC-BD6D-9BAD55A60AC4}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"05/13/11 00:00:00",13,5,2011,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",0,"2",0,"2","3","0",0,"H","R","12/30/99 09:58:00","12/30/99 10:40:00",42,
"{0C1ABE20-27EE-4563-9AE2-8A26D081DC6B}","{16CD6221-4471-4665-9A5B-504C8948E34A}",,,"09/09/15 00:00:00",9,9,2015,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",10,"0",,"0","3","0",0,"M","R","12/30/99 08:35:00","12/30/99 09:45:00",70,
"{0CBBD49E-BA02-4B6C-8B6B-D90FBFD33400}","{2593DA32-C1AF-4C62-B61F-30A426B30AF1}",,,"05/05/09 00:00:00",5,5,2009,"20080710124324-533424019.813538",16,"2",340,"1","0","0",0,"M","F","12/30/99 14:35:00","12/30/99 15:35:00",60,"Hooligan running."
"{0DB34E3D-5352-4578-9798-AD2D81BE0AA6}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"06/06/14 00:00:00",6,6,2014,"{727C450E-A80C-4DF1-8962-37590E279F94}",13,"0",165,"0","0","0",0,"M","F","12/30/99 11:00:00","12/30/99 11:15:00",15,
"{0DD11BE9-7B98-47D0-940B-29323F0D5991}","{67E9BD52-99A9-479D-B6A2-D898C0CB02E8}",,,"07/10/14 00:00:00",10,7,2014,"{727C450E-A80C-4DF1-8962-37590E279F94}",14,"1",175,"2","3","0",0,"M","R","12/30/99 09:00:00","12/30/99 09:10:00",10,"Assisted by YCC intern Jade Cook"
"{0DFA7028-6430-4749-B70A-724A1BF2055A}","{4F970299-ABA7-46B3-ABEA-FD7B4FB59339}",,,"07/28/15 00:00:00",28,7,2015,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",16,"5",180,"4","2","0",0,"M","F","12/30/99 15:15:00","12/30/99 15:25:00",10,"Air temp from Skagway Airport weather archive"
"{0E685ECD-DC1D-4561-8AB3-B438B98609D9}","{4F970299-ABA7-46B3-ABEA-FD7B4FB59339}",,,"05/23/15 00:00:00",23,5,2015,"{727C450E-A80C-4DF1-8962-37590E279F94}",15,"4",185,"3","2","0",0,"L","F","12/30/99 14:30:00","12/30/99 14:40:00",10,"Assisted by YCC intern Jade Cook"
"{0E7211AC-97EF-4FCC-BE23-DD662CCF30B0}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"05/29/13 00:00:00",29,5,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",23,"2",0,"1","1","0",0,"L","R","12/30/99 11:55:00","12/30/99 12:08:00",13,
"{0EBCB17E-F656-4695-A977-81C3D9BA0503}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"08/24/11 00:00:00",24,8,2011,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",0,"5",0,"4","3","0",0,"M","F","12/30/99 14:15:00","12/30/99 14:23:00",8,
"{0F05EA54-796F-4DFB-ADC2-146260C9E852}","{67E9BD52-99A9-479D-B6A2-D898C0CB02E8}",,,"09/06/08 00:00:00",6,9,2008,"Dashiell Feierabend",13,"0",,"0","2","0",0,"High","Falling","12/30/99 18:00:00","12/30/99 18:20:00",20,
"{101F1D61-8D4A-46B3-84C3-9B8007DA3112}","{2593DA32-C1AF-4C62-B61F-30A426B30AF1}",,,"08/06/13 00:00:00",6,8,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",19,"2",180,"1","0","0",0,"M","R","12/30/99 12:37:00","12/30/99 13:07:00",30,
"{111848A9-8B9B-4D07-840F-67EB9377246A}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"07/29/08 00:00:00",29,7,2008,"Feierabend",13,"2",190,"1","2","0",0,"Mid","Falling","12/30/99 14:15:00","12/30/99 14:45:00",30,
"{112AD45C-B5E4-4379-BF4B-8792F047E0C8}","{2593DA32-C1AF-4C62-B61F-30A426B30AF1}",,,"06/19/15 00:00:00",19,6,2015,"{727C450E-A80C-4DF1-8962-37590E279F94}",10,"2",355,"1","2","0",0,"H","F","12/30/99 07:50:00","12/30/99 08:15:00",25,"Assisted by YCC intern Jade Cook"
"{114675EA-46F5-4A5C-A5BE-1F97D5D6CC76}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"08/19/10 00:00:00",19,8,2010,"{639D8CF2-2CBB-4F7E-B68D-DF40C378CE65}",12,"2",203,"2","3","0",0,"H","R","12/30/99 10:15:00","12/30/99 10:29:00",14,
"{11D4C291-732B-4C5D-8484-46EB435F26E2}","{16CD6221-4471-4665-9A5B-504C8948E34A}",,,"09/24/08 00:00:00",24,9,2008,"20080710124324-533424019.813538",9,"1",200,"1","0","0",0,"Low","Falling","12/30/99 12:35:00","12/30/99 13:15:00",40,
"{11DD65D3-2D12-4B7B-B578-109B7EC88D68}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"08/11/08 00:00:00",11,8,2008,"Feierabend",14,"1",200,"0","3","0",0,"Low","Rising","12/30/99 16:30:00","12/30/99 16:45:00",15,
"{120234EB-580A-44E6-A08E-11DC82DC1CE9}","{16CD6221-4471-4665-9A5B-504C8948E34A}",,,"07/30/13 00:00:00",30,7,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",19,"2",180,"1","0","0",0,"H","F","12/30/99 11:01:00","12/30/99 11:10:00",9,
"{124418C9-EBCE-4023-8F18-01264D874D50}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"07/03/13 00:00:00",3,7,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",14,"4",180,"3",,"2",0,"H","F","12/30/99 11:58:00","12/30/99 12:03:00",5,
"{12577910-9A1A-436B-9E01-23410DB98820}","{67E9BD52-99A9-479D-B6A2-D898C0CB02E8}",,,"05/23/12 00:00:00",23,5,2012,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",0,"1",0,"1","3","0",0,"L","R","12/30/99 12:03:00","12/30/99 12:30:00",27,
"{12F40D7D-5C82-4C55-A541-7DEC6360615E}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"06/18/13 00:00:00",18,6,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",13,"3",10,"2","3","0",0,"H","F","12/30/99 09:44:00","12/30/99 10:28:00",44,
"{13032997-CA56-4382-8E78-17987163685B}","{7582E039-BB5F-4F5F-8CE2-49083924343D}",,,"05/05/17 00:00:00",5,5,2017,"{42EAE563-BD30-44C2-8D18-8ECF296CC00C}",17,"3",160,"2","2","0",0,"L","F","12/30/99 16:11:00","12/30/99 18:00:00",109,"with J. Larsen"
"{13264E15-0E6A-4A11-8164-0BD9572BE617}","{4F970299-ABA7-46B3-ABEA-FD7B4FB59339}",,,"06/19/14 00:00:00",19,6,2014,"{727C450E-A80C-4DF1-8962-37590E279F94}",14,"0",,"1","2","0",0,"M","F","12/30/99 09:25:00","12/30/99 09:35:00",10,"Assisted by YCC intern Jade Cook"
"{138ED383-BE06-4053-B628-2B12B2D85351}","{67E9BD52-99A9-479D-B6A2-D898C0CB02E8}",,,"05/12/17 00:00:00",12,5,2017,"{E7129367-C921-4B50-AC6C-6EFD2A4B0F7C}",17,"1",30,"1","3","2",0,"H","F","12/30/99 16:40:00","12/30/99 17:33:00",53,"w/ M. Konsler. Mink spotted diving into water."
"{13E2679D-8614-42C6-A1B1-1C849F5F99AD}","{16CD6221-4471-4665-9A5B-504C8948E34A}",,,"05/12/17 00:00:00",12,5,2017,"{E7129367-C921-4B50-AC6C-6EFD2A4B0F7C}",14,"2",30,"0","3","3",0,"M","F","12/30/99 15:54:00","12/30/99 16:33:00",39,"w/ M. Konsler"
"{13E915BF-1697-4FA4-BF73-F28103FF7744}","{67E9BD52-99A9-479D-B6A2-D898C0CB02E8}",,,"07/31/17 00:00:00",31,7,2017,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",16,"2",180,"2","3","0",0,"L","R","12/30/99 15:30:00","12/30/99 15:45:00",15,"with Nora Zimmerly"
"{140CA8AA-2798-4A46-B227-A739168F4198}","{2593DA32-C1AF-4C62-B61F-30A426B30AF1}",,,"05/02/13 00:00:00",2,5,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",4,"4",0,"3","2","0",0,"L","R","12/30/99 14:22:00","12/30/99 14:49:00",27,"road construction on the Dyea Rd"
"{1425FEB9-2FBE-4B1B-ABF1-70C06F1F3D74}","{67E9BD52-99A9-479D-B6A2-D898C0CB02E8}",,,"05/26/17 00:00:00",26,5,2017,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",11,"4",200,"4","2","0",0,"M","R","12/30/99 10:14:00","12/30/99 11:11:00",57,"w/ M. Konsler"
"{142D743C-710E-4153-BBEA-339928DD8B98}","{4F970299-ABA7-46B3-ABEA-FD7B4FB59339}",,,"08/19/10 00:00:00",19,8,2010,"{639D8CF2-2CBB-4F7E-B68D-DF40C378CE65}",12,"4",203,"2","3","1",0,"H","R","12/30/99 09:50:00","12/30/99 10:10:00",20,
"{1438F59C-1690-4A37-8666-F934C6070B46}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,"KLGO Coastal Waterbird Survey","05/04/16 00:00:00",4,5,2016,"{D7A47F2A-9EE9-4C0A-B5BF-BC8AD5ED7E1B}",7,"5",180,"4","3","0",0,"M","R","12/30/99 09:40:00","12/30/99 09:50:00",10,
"{149F333E-3614-4D14-BC1A-9BF8C4AD2B87}","{67E9BD52-99A9-479D-B6A2-D898C0CB02E8}",,,"07/16/09 00:00:00",16,7,2009,"20080710124324-533424019.813538",14,"2",200,"1","3","0",0,"M","F","12/30/99 11:15:00","12/30/99 11:35:00",20,"Very low obscuring fog just above much of water,"
"{14D0948F-22BB-4B9C-997D-D7EF37D65151}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"07/06/16 00:00:00",6,7,2016,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",16,"1",,"1","3","0",0,"M","R","12/30/99 12:30:00","12/30/99 12:40:00",10,"with Jami Belt & Autumn Roseberry"
"{156FC0C0-DBA6-4DE0-BD06-0B532AD81547}","{23CC6674-CFCD-4C28-A43F-9DEE885AF11A}",,,"09/14/10 00:00:00",14,9,2010,"{639D8CF2-2CBB-4F7E-B68D-DF40C378CE65}",19,"0",0,"0","0","0",0,"L","R","12/30/99 13:55:00","12/30/99 14:03:00",8,"Heat waves and glare made viewing difficult"
"{15A2EF47-3C29-45AA-9A59-F58E1265FE52}","{16CD6221-4471-4665-9A5B-504C8948E34A}",,,"06/15/15 00:00:00",15,6,2015,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",27,"2",330,"1","1","0",0,"H","F","12/30/99 13:30:00","12/30/99 14:40:00",70,"SLS only present from OP2, onward, at this CU"
"{16317B8C-38D9-4E3E-9B5A-BE59E06BF957}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"04/29/15 00:00:00",29,4,2015,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",7,"0",0,"0","3","4",0,"H","R","12/30/99 08:45:00","12/30/99 10:30:00",105,"See data form. Assisted by Alicia Beverage"
"{16B72320-E7FE-404B-86E0-9970F3D71006}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"04/24/14 00:00:00",24,4,2014,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",10,"1",180,"1","2","0",0,"M","F","12/30/99 13:02:00","12/30/99 13:07:00",5,
"{172165D9-358A-4085-852B-3880DA7EB9BB}","{23CC6674-CFCD-4C28-A43F-9DEE885AF11A}",,,"06/26/17 00:00:00",26,6,2017,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",13,"5",160,"4","3","0",0,"M","R","12/30/99 11:35:00","12/30/99 12:16:00",41,"w/ C. Mog"
"{172D3878-D602-4EAF-9DA1-AEA34EFB1170}","{2593DA32-C1AF-4C62-B61F-30A426B30AF1}",,,"06/23/10 00:00:00",23,6,2010,"{E50F1FC3-632B-4D7E-AF95-5FD9BD042662}",14,"0",0,"0","3","3",0,"M","R","12/30/99 10:20:00","12/30/99 10:45:00",25,"Fog, all birds counted but not all were identified"
"{173470F3-ADC3-4312-85B2-8EA1244F2F74}","{2593DA32-C1AF-4C62-B61F-30A426B30AF1}",,,"09/06/08 00:00:00",6,9,2008,"20080710124324-533424019.813538",13,"0",,"0","3","0",0,"High","Rising","12/30/99 17:10:00","12/30/99 17:50:00",40,
"{17536734-DB77-4D95-AC25-F70182C2D913}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"07/03/13 00:00:00",3,7,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",13,"5",180,"5","3","0",0,"H","R","12/30/99 10:09:00","12/30/99 10:42:00",33,
"{178BD73B-93D7-43AC-AA60-2C01FE627599}","{23CC6674-CFCD-4C28-A43F-9DEE885AF11A}",,,"04/08/09 00:00:00",8,4,2009,"20080710124324-533424019.813538",4,"2",200,"3","3","4",0,"M","R","12/30/99 10:40:00","12/30/99 11:45:00",65,
"{17FE1D4E-42D4-4D19-9A2C-4AC25C750CCF}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"06/19/14 00:00:00",19,6,2014,"{727C450E-A80C-4DF1-8962-37590E279F94}",12,"0",,"1","2","0",0,"M","F","12/30/99 08:50:00","12/30/99 09:20:00",30,"Assisted by YCC intern Jade Cook"
"{18030FC8-055E-476D-8CC4-382A7D030732}","{7582E039-BB5F-4F5F-8CE2-49083924343D}",,,"08/27/10 00:00:00",27,8,2010,"{639D8CF2-2CBB-4F7E-B68D-DF40C378CE65}",11,"1",200,"2","1","0",0,"L","F","12/30/99 08:36:00","12/30/99 09:02:00",26,
"{183A5A7E-F0FF-4155-A2A8-145F5EF3C8CD}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"06/01/15 00:00:00",1,6,2015,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",15,"2",150,"1","3","0",0,"H","R","12/30/99 11:50:00","12/30/99 12:55:00",65,
"{188BFEC4-C8FA-428E-BC67-AAF761058FFE}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"09/06/08 00:00:00",6,9,2008,"Dashiell Feierabend",13,"2",200,"0","3","0",0,"Mid","Rising","12/30/99 13:35:00","12/30/99 15:50:00",135,
"{19072893-6044-4CA7-9916-FE7C5173A86B}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"05/21/15 00:00:00",21,5,2015,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",22,"3",160,"2","0","0",0,"H","R","12/30/99 15:00:00","12/30/99 16:07:00",67,
"{19C8BF18-3C5F-426C-BAC4-15B9522B6398}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"09/11/17 00:00:00",11,9,2017,"{E7129367-C921-4B50-AC6C-6EFD2A4B0F7C}",11,"4",167,"2","3","0",0,"H","R","12/30/99 16:33:00","12/30/99 17:45:00",72,"Heliops going on during survey, Birds flushing"
"{1A628A2D-0B5A-4B6E-8E52-C9FA76092006}","{7582E039-BB5F-4F5F-8CE2-49083924343D}",,,"04/22/09 00:00:00",22,4,2009,"20080710124324-533424019.813538",11,"3",125,"1","0","0",0,"H","F","12/30/99 13:30:00","12/30/99 14:05:00",35,
"{1B1BCE8D-CA8A-4264-BD52-57F6F6998CAB}","{7582E039-BB5F-4F5F-8CE2-49083924343D}",,,"07/17/13 00:00:00",17,7,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",0,"5",180,"5","0","0",0,"L","R","12/30/99 15:12:00","12/30/99 15:31:00",19,"ARTE are gone"
"{1B892A6B-2A36-45D6-8AF0-E2396E80B18F}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"04/24/13 00:00:00",24,4,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",4,"5",0,"4","3","0",0,"L","F","12/30/99 15:45:00","12/30/99 16:20:00",35,"road construction on Dyea Road"
"{1BEB8BEB-10F2-464A-A6B9-BF3C600D36E4}","{7582E039-BB5F-4F5F-8CE2-49083924343D}",,,"05/29/13 00:00:00",29,5,2013,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",18,"3",0,,"2","0",0,"L","F","12/30/99 09:45:00","12/30/99 10:36:00",51,
"{1C56082D-B57C-467B-B775-167EBA2250BC}","{16CD6221-4471-4665-9A5B-504C8948E34A}",,,"09/14/10 00:00:00",14,9,2010,"{639D8CF2-2CBB-4F7E-B68D-DF40C378CE65}",17,"0",0,"0","0","0",0,"M","R","12/30/99 16:22:00","12/30/99 16:35:00",13,"No birds"
"{1C7FC3FA-6349-46F2-B0FF-47E6FC9427AB}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"07/28/15 00:00:00",28,7,2015,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",14,"4",120,"2","3","4",0,"H","R","12/30/99 10:00:00","12/30/99 12:00:00",120,
"{1CBF2F36-7D7D-49A9-A845-5894311490F9}","{034D16D6-CC0E-49C6-968D-B1ACBCCED35A}",,,"09/29/10 00:00:00",29,9,2010,"{639D8CF2-2CBB-4F7E-B68D-DF40C378CE65}",11,"2",200,"1","2","0",0,"L","R","12/30/99 13:25:00","12/30/99 13:45:00",20,
"{008588CA-42EF-49BA-BA84-85F1D33671D1}","{4F970299-ABA7-46B3-ABEA-FD7B4FB59339}",,,"07/20/11 00:00:00",20,7,2011,"{4161D0ED-2865-4BFA-ADC0-1A7D8F905777}",0,"1",0,"1","2","0",0,"L","R","12/30/99 11:29:00","12/30/99 11:35:00",6,
"{0091EC32-2422-4FC7-9A9B-48A1BC2170DD}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"08/12/09 00:00:00",12,8,2009,"20080710124324-533424019.813538",13,"4",180,"3","3","0",0,"M","R","12/30/99 14:25:00","12/30/99 16:00:00",95,"Dead salmon all over the place!  Some spawning."
"{0094AB13-4587-4BDB-AAD2-C58B3CC96A71}","{67E9BD52-99A9-479D-B6A2-D898C0CB02E8}",,,"09/05/17 00:00:00",5,9,2017,"{D1845CFF-B71B-4AC1-867B-0286062D5646}",14,"0",0,"0","2","0",0,"M","R","12/30/99 10:30:00","12/30/99 11:22:00",52,"Low patchy fog over inlet"
"{00E5E928-09AB-495D-851D-0C9A648B50D7}","{5610FCBB-E781-4CB0-82BD-1033499FF0CB}",,,"05/21/09 00:00:00",21,5,2009,"20080710124324-533424019.813538",9,"4",215,"2","2","0",0,"H","R","12/30/99 09:50:00","12/30/99 11:50:00",2,"Hooligan still running"
"{01042032-B979-4FB0-9A95-49DBECFDD36B}","{7582E039-BB5F-4F5F-8CE2-49083924343D}",,,"04/23/15 00:00:00",23,4,2015,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",13,"3",230,"1","1","0",0,"L","R","12/30/99 11:25:00","12/30/99 13:42:00",137,
"{0128037B-45DF-428D-B95B-DA7F8DFF9E75}","{4F970299-ABA7-46B3-ABEA-FD7B4FB59339}",,,"05/26/17 00:00:00",26,5,2017,"{90303DF4-EA6C-4E6A-A85F-31B90538FE0F}",15,"5",220,"3","1","0",0,"M","F","12/30/99 16:46:00","12/30/99 16:53:00",7,"w/ M. Konsler"
