ID,Survey Unit,Date,Begin,End,Survey duration,Species,# Observed,Age,Composition,Breeding Status,Notes
26,"5","04/27/06 00:00:00",1.1360000000000000e+03,1.1510000000000000e+03,15,"BOGU",5.0000000000000000e+00,,,"O",
27,"5","04/27/06 00:00:00",1.1360000000000000e+03,1.1510000000000000e+03,15,"MAMU",3.8000000000000000e+01,,,"O",
28,"5","04/27/06 00:00:00",1.1360000000000000e+03,1.1510000000000000e+03,15,"MEGU",2.0000000000000000e+00,,,"O",
29,"5","04/27/06 00:00:00",1.1360000000000000e+03,1.1510000000000000e+03,15,"SUSC",3.0000000000000000e+01,,,"O",
30,"6","04/27/06 00:00:00",1.1200000000000000e+03,1.1300000000000000e+03,10,"BOGU",6.0000000000000000e+00,,,"O",
31,"6","04/27/06 00:00:00",1.1200000000000000e+03,1.1300000000000000e+03,10,"BUFF",4.0000000000000000e+00,,,"O",
32,"6","04/27/06 00:00:00",1.1200000000000000e+03,1.1300000000000000e+03,10,"COGO",2.0000000000000000e+00,,,"O",
33,"6","04/27/06 00:00:00",1.1200000000000000e+03,1.1300000000000000e+03,10,"HERG",7.0000000000000000e+00,,,"O",
34,"6","04/27/06 00:00:00",1.1200000000000000e+03,1.1300000000000000e+03,10,"HOGR",2.0000000000000000e+00,,,"O",
35,"6","04/27/06 00:00:00",1.1200000000000000e+03,1.1300000000000000e+03,10,"MALL",6.2000000000000000e+01,,,"O",
36,"6","04/27/06 00:00:00",1.1200000000000000e+03,1.1300000000000000e+03,10,"MAMU",8.9000000000000000e+01,,,"O",
37,"6","04/27/06 00:00:00",1.1200000000000000e+03,1.1300000000000000e+03,10,"MEGU",4.0000000000000000e+00,,,"O",
38,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"AGWT",7.0000000000000000e+01,,,"O",
39,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"AMWI",5.9000000000000000e+01,,,"O",
40,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"BAEA",8.0000000000000000e+00,,,"O",
41,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"BAGO",8.0000000000000000e+00,,,"O",
42,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"BOGU",2.0000000000000000e+00,,,"O",
43,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"BUFF",1.4000000000000000e+01,,,"O",
44,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"COGO",3.0000000000000000e+00,,,"O",
45,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"GRYE",1.0000000000000000e+00,,,"O",
46,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"HERG",1.6000000000000000e+01,,,"O",
47,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"HOGR",1.0000000000000000e+00,,,"O",
48,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"MALL",2.2900000000000000e+02,,,"O",
49,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"MAMU",1.1000000000000000e+01,,,"O",
50,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"MEGU",2.6000000000000000e+01,,,"O",
51,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"NOPI",2.4000000000000000e+01,,,"O",
52,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"NSHO",1.0000000000000000e+01,,,"O",
53,"7","04/27/06 00:00:00",9.2500000000000000e+02,1.0070000000000000e+03,82,"RBME",5.0000000000000000e+00,,,"O",
54,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"AGWT",5.4000000000000000e+01,,,"O",
55,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"AMWI",4.8000000000000000e+01,,,"O",
56,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"BAEA",9.0000000000000000e+00,,,"O",
57,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"BAGO",1.0000000000000000e+00,,,"O",
58,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"BUFF",4.0000000000000000e+00,,,"O",
59,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"COGO",1.2000000000000000e+01,,,"O",
60,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"COME",2.3000000000000000e+01,,,"O",
61,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"CORA",1.0000000000000000e+00,,,"O",
62,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"GWGU",3.0000000000000000e+00,,,"O",
63,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"HERG",6.5000000000000000e+01,,,"O",
64,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"MALL",1.2700000000000000e+02,,,"O",
65,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"MEGU",3.4000000000000000e+01,,,"O",
66,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"RNDU",9.0000000000000000e+00,,,"O",
67,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"TRES",8.0000000000000000e+00,,,"O",
68,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"UNYE",6.0000000000000000e+00,,,"O",
69,"8","04/27/06 00:00:00",1.0300000000000000e+03,1.1050000000000000e+03,75,"VGSW",1.0000000000000000e+01,,,"O",
70,"3","05/04/06 00:00:00",1.6230000000000000e+03,1.6280000000000000e+03,5,"AGWT",2.0000000000000000e+00,,,"O",
71,"3","05/04/06 00:00:00",1.6230000000000000e+03,1.6280000000000000e+03,5,"MAMU",2.0000000000000000e+00,,,"O",
72,"4","05/04/06 00:00:00",1.6120000000000000e+03,1.6190000000000000e+03,7,"AGWT",6.0000000000000000e+00,,,"O",
73,"4","05/04/06 00:00:00",1.6120000000000000e+03,1.6190000000000000e+03,7,"BAGO",4.6000000000000000e+01,,,"O",
74,"4","05/04/06 00:00:00",1.6120000000000000e+03,1.6190000000000000e+03,7,"BUFF",7.0000000000000000e+00,,,"O",
75,"4","05/04/06 00:00:00",1.6120000000000000e+03,1.6190000000000000e+03,7,"GRSC",2.0000000000000000e+00,,,"O",
76,"4","05/04/06 00:00:00",1.6120000000000000e+03,1.6190000000000000e+03,7,"HARD",1.4000000000000000e+01,,,"O",
77,"4","05/04/06 00:00:00",1.6120000000000000e+03,1.6190000000000000e+03,7,"HOGR",9.0000000000000000e+00,,,"O",
78,"4","05/04/06 00:00:00",1.6120000000000000e+03,1.6190000000000000e+03,7,"MAMU",2.0000000000000000e+00,,,"O",
79,"4","05/04/06 00:00:00",1.6120000000000000e+03,1.6190000000000000e+03,7,"SUSC",1.0000000000000000e+00,,,"O",
80,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"AGWT",1.2000000000000000e+01,,,"O",
81,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"AMWI",1.2000000000000000e+01,,,"O",
82,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"BAEA",5.0000000000000000e+00,,,"O",
83,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"BOGU",1.7700000000000000e+02,,,"O",
84,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"BUFF",6.0000000000000000e+00,,,"O",
85,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"COGO",1.0000000000000000e+00,,,"O",
86,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"GRSC",3.8000000000000000e+01,,,"O",
87,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"GWGU",2.0000000000000000e+00,,,"O",
88,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"HERG",2.0000000000000000e+00,,,"O",
89,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"HOGR",3.0000000000000000e+00,,,"O",
90,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"MAMU",2.3000000000000000e+01,,,"O",
91,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"MEGU",1.8000000000000000e+01,,,"O",
92,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"NSHO",3.6000000000000000e+01,,,"O",
93,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"RBME",1.9000000000000000e+01,,,"O",
94,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"RNGR",1.0000000000000000e+00,,,"O",
95,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"RTLO",1.0000000000000000e+00,,,"O",
96,"5","05/04/06 00:00:00",1.5450000000000000e+03,1.6030000000000000e+03,58,"SUSC",6.1000000000000000e+02,,,"O",
97,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"AGWT",7.0000000000000000e+00,,,"O",
98,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"BOGU",1.0000000000000000e+00,,,"O",
99,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"BUFF",8.0000000000000000e+00,,,"O",
100,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"CANV",1.0000000000000000e+00,,,"O",
101,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"COGO",1.0000000000000000e+00,,,"O",
102,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"COLO",1.0000000000000000e+00,,,"O",
103,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"HERG",2.0000000000000000e+00,,,"O",
104,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"HOGR",9.0000000000000000e+00,,,"O",
105,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"MAMU",1.0000000000000000e+01,,,"O",
106,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"MEGU",2.0000000000000000e+00,,,"O",
107,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"NSHO",4.7000000000000000e+01,,,"O",
108,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"RBME",7.0000000000000000e+00,,,"O",
109,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"REDH",1.0000000000000000e+00,,,"O",
110,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"RNGR",1.0000000000000000e+00,,,"O",
111,"6","05/04/06 00:00:00",1.5270000000000000e+03,1.5440000000000000e+03,17,"SUSC",5.0000000000000000e+00,,,"O",
112,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"AGWT",2.5200000000000000e+02,,"Even sex ratio","O ",
113,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"AMWI",5.8000000000000000e+01,,"Even sex ratio","O ",
114,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"BAEA",1.0000000000000000e+01,,,"O ",
115,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"BOGU",7.0000000000000000e+01,,,"O ",
116,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"BWTE",4.0000000000000000e+00,,,"O ",
117,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"CAGO",7.0000000000000000e+00,,,"O ",
118,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"GBHE",3.0000000000000000e+00,,,"O ",
119,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"HUGO",5.6000000000000000e+01,,,"O ",
120,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"MALL",7.8100000000000000e+02,,"60% male","O ",
121,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"MEGU",7.5000000000000000e+01,,,"O ",
122,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"NOCR",2.0000000000000000e+00,,,"O ",
123,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"NOPI",1.0500000000000000e+02,,"Even sex ratio","O ",
124,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"NSHO",1.8000000000000000e+01,,"Even sex ratio","O ",
125,"7","05/04/06 00:00:00",1.3480000000000000e+03,1.4410000000000000e+03,93,"UNGU",2.0000000000000000e+01,,,"O ",
126,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"AGWT",4.0000000000000000e+00,,,"O",
127,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"AMWI",7.0000000000000000e+00,,,"O",
128,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"BAEA",2.0000000000000000e+00,,,"ON",
129,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"BAGO",1.2000000000000000e+01,,,"O",
130,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"BOGU",2.0000000000000000e+00,,,"O",
131,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"BUFF",5.9000000000000000e+01,,,"O",
132,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"COME",3.0000000000000000e+00,,,"O",
133,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"GBHE",1.0000000000000000e+00,,,"O",
134,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"GRYE",4.0000000000000000e+00,,,"O",
135,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"GWGU",1.0000000000000000e+00,,,"O",
136,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"HERG",5.0000000000000000e+00,,,"O",
137,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"LEYE",5.6000000000000000e+01,,,"O",
138,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"MALL",4.6000000000000000e+01,,,"O",
139,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"MEGU",3.4000000000000000e+01,,,"O",
140,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"RNDU",1.3000000000000000e+01,,,"O",
141,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"TRES",2.5000000000000000e+01,,,"O",
142,"8","05/04/06 00:00:00",1.5000000000000000e+03,1.5200000000000000e+03,20,"VGSW",1.0000000000000000e+01,,,"O",
143,"1","05/10/06 00:00:00",8.1400000000000000e+02,8.3500000000000000e+02,21,"ARTE",3.0000000000000000e+00,,,"O",
144,"1","05/10/06 00:00:00",8.1400000000000000e+02,8.3500000000000000e+02,21,"GRSC",6.0000000000000000e+00,,,"O","Survey type"
145,"1","05/10/06 00:00:00",8.1400000000000000e+02,8.3500000000000000e+02,21,"SUSC",6.4200000000000000e+02,,,"O",
146,"1","05/10/06 00:00:00",8.1400000000000000e+02,8.3500000000000000e+02,21,"UNGU",3.8000000000000000e+01,,,"O","structured"
147,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"AGWT",1.1900000000000000e+02,,,"O","opportunistic"
148,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"AMWI",3.4000000000000000e+01,,,"O",
149,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"ARTE",2.0000000000000000e+00,,,"O",
150,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"BAGO",1.5000000000000000e+01,,,"O",
151,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"BEKI",1.0000000000000000e+00,,,"O",
152,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"BOGU",5.0000000000000000e+00,,,"O",
153,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"BUFF",1.0000000000000000e+00,,,"O",
154,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"BWTE",2.0000000000000000e+00,,,"O",
155,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"EUWI",4.0000000000000000e+00,,,"O",
156,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"GRSC",4.2000000000000000e+01,,,"O",
157,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"HARD",2.0000000000000000e+00,,,"O",
158,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"LTDU",3.0000000000000000e+00,,,"O",
159,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"MALL",1.5000000000000000e+01,,,"O",
160,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"MAMU",2.1000000000000000e+01,,,"O",
161,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"MEGU",2.0000000000000000e+00,,,"O",
162,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"NOCR",1.0000000000000000e+00,,,"O",
163,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"NSHO",2.5000000000000000e+01,,,"O",
164,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"PIGU",1.0000000000000000e+00,,,"O",
165,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"SUSC",1.8700000000000000e+03,,,"O",
166,"2","05/10/06 00:00:00",8.3300000000000000e+02,9.1800000000000000e+02,85,"WWSC",2.0000000000000000e+00,,,"O",
167,"3","05/11/06 00:00:00",1.3190000000000000e+03,1.3280000000000000e+03,9,"AMWI",2.0000000000000000e+00,,,"O",
168,"3","05/11/06 00:00:00",1.3190000000000000e+03,1.3280000000000000e+03,9,"BOGU",6.0000000000000000e+01,,,"O",
169,"3","05/11/06 00:00:00",1.3190000000000000e+03,1.3280000000000000e+03,9,"GRSC",5.0000000000000000e+00,,,"O",
170,"3","05/11/06 00:00:00",1.3190000000000000e+03,1.3280000000000000e+03,9,"HARD",4.0000000000000000e+00,,,"O",
171,"3","05/11/06 00:00:00",1.3190000000000000e+03,1.3280000000000000e+03,9,"HOGR",3.4000000000000000e+01,,,"O",
172,"4","05/11/06 00:00:00",1.3000000000000000e+03,1.3120000000000000e+03,12,"AGWT",1.9300000000000000e+02,,,"O",
173,"4","05/11/06 00:00:00",1.3000000000000000e+03,1.3120000000000000e+03,12,"BOGU",2.0000000000000000e+00,,,"O",
174,"4","05/11/06 00:00:00",1.3000000000000000e+03,1.3120000000000000e+03,12,"BUFF",2.9000000000000000e+01,,,"O",
175,"4","05/11/06 00:00:00",1.3000000000000000e+03,1.3120000000000000e+03,12,"GRSC",8.0000000000000000e+00,,,"O",
176,"4","05/11/06 00:00:00",1.3000000000000000e+03,1.3120000000000000e+03,12,"HARD",9.0000000000000000e+00,,,"O",
177,"4","05/11/06 00:00:00",1.3000000000000000e+03,1.3120000000000000e+03,12,"HOGR",1.0000000000000000e+00,,,"O",
178,"4","05/11/06 00:00:00",1.3000000000000000e+03,1.3120000000000000e+03,12,"MAMU",2.0000000000000000e+00,,,"O",
179,"4","05/11/06 00:00:00",1.3000000000000000e+03,1.3120000000000000e+03,12,"PIGU",1.0000000000000000e+00,,,"O",
180,"4","05/11/06 00:00:00",1.3000000000000000e+03,1.3120000000000000e+03,12,"RNDU",3.0000000000000000e+00,,,"O",
181,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"BAGO",2.0000000000000000e+00,,,"O",
182,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"BUFF",4.0000000000000000e+00,,,"O",
183,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"COGO",1.0000000000000000e+01,,,"O",
184,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"GRSC",1.1100000000000000e+02,,,"O",
185,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"LTDU",7.0000000000000000e+00,,,"O",
186,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"MAMU",5.0000000000000000e+00,,,"O",
187,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"NSHO",3.0000000000000000e+00,,,"O",
188,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"RNDU",1.0000000000000000e+01,,,"O",
189,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"RNGR",1.2000000000000000e+01,,,"O",
190,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"SUSC",1.7000000000000000e+02,,,"O",
191,"5","05/11/06 00:00:00",1.2220000000000000e+03,1.2450000000000000e+03,23,"WWSC",1.3000000000000000e+01,,,"O",
192,"6","05/11/06 00:00:00",1.1550000000000000e+03,1.2170000000000000e+03,62,"BAGO",7.0000000000000000e+00,,,"O",
193,"6","05/11/06 00:00:00",1.1550000000000000e+03,1.2170000000000000e+03,62,"BUFF",2.0000000000000000e+01,,,"O",
194,"6","05/11/06 00:00:00",1.1550000000000000e+03,1.2170000000000000e+03,62,"COGO",5.0000000000000000e+00,,,"O",
195,"6","05/11/06 00:00:00",1.1550000000000000e+03,1.2170000000000000e+03,62,"CORA",1.0000000000000000e+00,,,"O",
196,"6","05/11/06 00:00:00",1.1550000000000000e+03,1.2170000000000000e+03,62,"GRSC",2.2000000000000000e+01,,,"O",
197,"6","05/11/06 00:00:00",1.1550000000000000e+03,1.2170000000000000e+03,62,"HOGR",2.9200000000000000e+02,,,"O",
198,"6","05/11/06 00:00:00",1.1550000000000000e+03,1.2170000000000000e+03,62,"RBME",5.2000000000000000e+01,,,"O",
199,"6","05/11/06 00:00:00",1.1550000000000000e+03,1.2170000000000000e+03,62,"RNDU",2.0000000000000000e+00,,,"O",
200,"6","05/11/06 00:00:00",1.1550000000000000e+03,1.2170000000000000e+03,62,"RNGR",6.6000000000000000e+01,,,"O",
201,"6","05/11/06 00:00:00",1.1550000000000000e+03,1.2170000000000000e+03,62,"SUSC",1.0000000000000000e+01,,,"O",
202,"7","05/11/06 00:00:00",9.3100000000000000e+02,1.0480000000000000e+03,117,"AGWT",6.0000000000000000e+00,,,"O",
203,"7","05/11/06 00:00:00",9.3100000000000000e+02,1.0480000000000000e+03,117,"AMWI",6.8000000000000000e+01,,,"O",
204,"7","05/11/06 00:00:00",9.3100000000000000e+02,1.0480000000000000e+03,117,"BAEA",2.0000000000000000e+00,,,"O",
205,"7","05/11/06 00:00:00",9.3100000000000000e+02,1.0480000000000000e+03,117,"BAGO",8.0000000000000000e+00,,,"O",
206,"7","05/11/06 00:00:00",9.3100000000000000e+02,1.0480000000000000e+03,117,"BAGO",1.2000000000000000e+01,,,"O",
207,"7","05/11/06 00:00:00",9.3100000000000000e+02,1.0480000000000000e+03,117,"BOGU",1.4100000000000000e+02,,,"O",
